config_id,flight_number,origin,destination,scheduled_departure_time_est,scheduled_arrival_time_est,duration_minutes,date,status,actual_departure_time_est,actual_arrival_time_est,estimated_departure_time_est,estimated_arrival_time_est,available_seats_basic_economy,available_seats_economy,available_seats_business,price_basic_economy,price_economy,price_business
0,HAT002,MSP,DEN,08:00:00,12:30:00,270,2024-05-24,available,,,,,4.0,15.0,15.0,59.0,174.0,261.0
0,HAT002,MSP,DEN,08:00:00,12:30:00,270,2024-05-25,available,,,,,11.0,12.0,3.0,89.0,129.0,431.0
0,HAT002,MSP,DEN,08:00:00,12:30:00,270,2024-05-26,available,,,,,6.0,6.0,16.0,72.0,138.0,361.0
0,HAT002,MSP,DEN,08:00:00,12:30:00,270,2024-05-27,available,,,,,10.0,4.0,9.0,55.0,197.0,450.0
0,HAT002,MSP,DEN,08:00:00,12:30:00,270,2024-05-28,available,,,,,9.0,19.0,7.0,73.0,104.0,323.0
0,HAT002,MSP,DEN,08:00:00,12:30:00,270,2024-05-29,available,,,,,18.0,2.0,3.0,58.0,101.0,282.0
0,HAT002,MSP,DEN,08:00:00,12:30:00,270,2024-05-30,available,,,,,5.0,12.0,12.0,85.0,109.0,331.0
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-01,landed,2024-05-01T17:31:00,2024-05-01T21:09:00,,,,,,,,
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-02,landed,2024-05-02T16:55:00,2024-05-02T21:59:00,,,,,,,,
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-03,landed,2024-05-03T17:35:00,2024-05-03T21:34:00,,,,,,,,
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-04,cancelled,,,,,,,,,,
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-05,landed,2024-05-05T17:05:00,2024-05-05T21:40:00,,,,,,,,
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-06,landed,2024-05-06T17:33:00,2024-05-06T21:44:00,,,,,,,,
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-07,landed,2024-05-07T16:51:00,2024-05-07T21:09:00,,,,,,,,
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-08,cancelled,,,,,,,,,,
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-09,landed,2024-05-09T17:24:00,2024-05-09T21:34:00,,,,,,,,
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-10,landed,2024-05-10T17:26:00,2024-05-10T21:37:00,,,,,,,,
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-11,landed,2024-05-11T16:50:00,2024-05-11T21:46:00,,,,,,,,
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-12,landed,2024-05-12T17:12:00,2024-05-12T21:53:00,,,,,,,,
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-13,landed,2024-05-13T17:28:00,2024-05-13T21:59:00,,,,,,,,
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-14,landed,2024-05-14T17:18:00,2024-05-14T21:06:00,,,,,,,,
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-15,on time,,,2024-05-15T17:29:00,2024-05-15T21:48:00,,,,,,
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-16,available,,,,,5.0,20.0,1.0,90.0,106.0,224.0
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-17,available,,,,,0.0,19.0,14.0,75.0,142.0,340.0
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-18,available,,,,,1.0,5.0,16.0,82.0,103.0,353.0
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-19,available,,,,,2.0,0.0,7.0,99.0,191.0,423.0
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-20,available,,,,,7.0,11.0,7.0,82.0,142.0,362.0
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-21,available,,,,,3.0,3.0,7.0,60.0,102.0,415.0
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-22,available,,,,,7.0,1.0,5.0,86.0,189.0,292.0
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-23,available,,,,,11.0,6.0,12.0,84.0,118.0,205.0
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-24,available,,,,,12.0,9.0,18.0,96.0,133.0,265.0
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-25,available,,,,,19.0,18.0,3.0,79.0,170.0,306.0
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-26,available,,,,,12.0,6.0,2.0,62.0,153.0,340.0
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-27,available,,,,,3.0,1.0,4.0,66.0,123.0,405.0
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-28,available,,,,,20.0,17.0,15.0,55.0,187.0,341.0
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-29,available,,,,,11.0,16.0,17.0,97.0,175.0,403.0
0,HAT003,MSP,DEN,17:00:00,21:30:00,270,2024-05-30,available,,,,,17.0,18.0,16.0,51.0,177.0,353.0
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-01,landed,2024-05-01T12:34:00,2024-05-01T17:17:00,,,,,,,,
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-02,landed,2024-05-02T12:31:00,2024-05-02T16:53:00,,,,,,,,
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-03,landed,2024-05-03T12:05:00,2024-05-03T16:45:00,,,,,,,,
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-04,landed,2024-05-04T12:08:00,2024-05-04T17:00:00,,,,,,,,
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-05,landed,2024-05-05T11:40:00,2024-05-05T16:23:00,,,,,,,,
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-06,cancelled,,,,,,,,,,
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-07,landed,2024-05-07T11:53:00,2024-05-07T16:23:00,,,,,,,,
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-08,landed,2024-05-08T12:39:00,2024-05-08T16:16:00,,,,,,,,
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-09,cancelled,,,,,,,,,,
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-10,cancelled,,,,,,,,,,
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-11,cancelled,,,,,,,,,,
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-12,landed,2024-05-12T12:01:00,2024-05-12T16:32:00,,,,,,,,
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-13,landed,2024-05-13T12:04:00,2024-05-13T16:25:00,,,,,,,,
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-14,landed,2024-05-14T12:01:00,2024-05-14T16:53:00,,,,,,,,
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-15,flying,2024-05-15T12:08:00,,,2024-05-15T16:53:00,,,,,,
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-16,available,,,,,3.0,11.0,4.0,74.0,142.0,305.0
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-17,available,,,,,18.0,15.0,19.0,79.0,123.0,287.0
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-18,available,,,,,3.0,17.0,6.0,60.0,122.0,207.0
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-19,available,,,,,6.0,4.0,14.0,69.0,116.0,271.0
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-20,available,,,,,11.0,17.0,14.0,99.0,168.0,317.0
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-21,available,,,,,18.0,17.0,9.0,52.0,159.0,203.0
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-22,available,,,,,2.0,10.0,9.0,67.0,128.0,285.0
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-23,available,,,,,1.0,8.0,13.0,78.0,145.0,246.0
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-24,available,,,,,15.0,20.0,11.0,50.0,150.0,201.0
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-25,available,,,,,11.0,11.0,12.0,84.0,166.0,223.0
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-26,available,,,,,15.0,11.0,10.0,72.0,112.0,494.0
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-27,available,,,,,4.0,7.0,10.0,69.0,122.0,403.0
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-28,available,,,,,15.0,8.0,15.0,66.0,100.0,393.0
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-29,available,,,,,5.0,8.0,17.0,68.0,171.0,379.0
0,HAT004,MSP,DEN,12:00:00,16:30:00,270,2024-05-30,available,,,,,15.0,7.0,2.0,94.0,107.0,403.0
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-01,landed,2024-05-01T02:38:00,2024-05-01T03:54:00,,,,,,,,
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-02,landed,2024-05-02T02:13:00,2024-05-02T03:17:00,,,,,,,,
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-03,landed,2024-05-03T02:22:00,2024-05-03T03:11:00,,,,,,,,
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-04,landed,2024-05-04T02:03:00,2024-05-04T02:36:00,,,,,,,,
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-05,landed,2024-05-05T02:30:00,2024-05-05T02:52:00,,,,,,,,
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-06,landed,2024-05-06T01:40:00,2024-05-06T02:55:00,,,,,,,,
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-07,landed,2024-05-07T02:12:00,2024-05-07T03:08:00,,,,,,,,
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-08,landed,2024-05-08T02:24:00,2024-05-08T02:46:00,,,,,,,,
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-09,landed,2024-05-09T01:51:00,2024-05-09T02:58:00,,,,,,,,
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-10,landed,2024-05-10T01:46:00,2024-05-10T03:08:00,,,,,,,,
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-11,landed,2024-05-11T01:49:00,2024-05-11T02:37:00,,,,,,,,
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-12,cancelled,,,,,,,,,,
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-13,landed,2024-05-13T02:26:00,2024-05-13T02:38:00,,,,,,,,
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-14,landed,2024-05-14T01:48:00,2024-05-14T03:13:00,,,,,,,,
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-15,landed,2024-05-15T02:39:00,2024-05-15T03:29:00,,,,,,,,
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-16,available,,,,,3.0,11.0,1.0,84.0,113.0,448.0
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-17,available,,,,,3.0,15.0,7.0,86.0,182.0,491.0
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-18,available,,,,,1.0,19.0,20.0,64.0,115.0,353.0
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-19,available,,,,,6.0,5.0,9.0,85.0,146.0,488.0
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-20,available,,,,,0.0,2.0,16.0,92.0,184.0,478.0
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-21,available,,,,,6.0,17.0,1.0,69.0,106.0,380.0
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-22,available,,,,,0.0,16.0,2.0,97.0,152.0,354.0
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-23,available,,,,,15.0,19.0,14.0,61.0,129.0,222.0
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-24,available,,,,,13.0,1.0,8.0,98.0,133.0,225.0
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-25,available,,,,,5.0,7.0,16.0,100.0,181.0,480.0
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-26,available,,,,,20.0,10.0,16.0,79.0,188.0,259.0
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-27,available,,,,,20.0,12.0,2.0,65.0,101.0,393.0
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-28,available,,,,,10.0,20.0,11.0,56.0,128.0,294.0
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-29,available,,,,,9.0,18.0,17.0,72.0,112.0,420.0
0,HAT005,EWR,MSP,02:00:00,03:00:00,60,2024-05-30,available,,,,,4.0,2.0,14.0,66.0,101.0,209.0
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-01,landed,2024-05-01T00:40:00,2024-05-01T01:17:00,,,,,,,,
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-02,cancelled,,,,,,,,,,
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-03,landed,2024-05-03T00:01:00,2024-05-03T01:05:00,,,,,,,,
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-04,landed,2024-05-04T00:04:00,2024-05-04T00:51:00,,,,,,,,
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-05,landed,2024-05-05T00:38:00,2024-05-05T01:17:00,,,,,,,,
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-06,landed,2024-05-06T00:00:00,2024-05-06T01:55:00,,,,,,,,
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-07,landed,2024-05-07T00:38:00,2024-05-07T01:46:00,,,,,,,,
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-08,landed,2024-05-08T00:14:00,2024-05-08T01:23:00,,,,,,,,
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-09,landed,2024-05-09T00:01:00,2024-05-09T00:38:00,,,,,,,,
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-10,landed,2024-05-10T00:00:00,2024-05-10T01:28:00,,,,,,,,
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-11,landed,2024-05-11T00:10:00,2024-05-11T01:38:00,,,,,,,,
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-12,landed,2024-05-12T00:35:00,2024-05-12T01:43:00,,,,,,,,
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-13,landed,2024-05-13T00:33:00,2024-05-13T01:13:00,,,,,,,,
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-14,cancelled,,,,,,,,,,
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-15,landed,2024-05-15T00:08:00,2024-05-15T01:23:00,,,,,,,,
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-16,available,,,,,4.0,17.0,8.0,72.0,115.0,319.0
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-17,available,,,,,3.0,19.0,14.0,50.0,198.0,430.0
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-18,available,,,,,15.0,5.0,14.0,74.0,116.0,383.0
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-19,available,,,,,10.0,2.0,18.0,91.0,194.0,312.0
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-20,available,,,,,11.0,2.0,9.0,90.0,120.0,394.0
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-21,available,,,,,16.0,7.0,0.0,76.0,171.0,251.0
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-22,available,,,,,19.0,20.0,14.0,85.0,145.0,469.0
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-23,available,,,,,15.0,11.0,5.0,83.0,187.0,292.0
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-24,available,,,,,20.0,20.0,5.0,66.0,153.0,354.0
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-25,available,,,,,6.0,19.0,3.0,68.0,144.0,380.0
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-26,available,,,,,8.0,14.0,9.0,73.0,200.0,262.0
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-27,available,,,,,1.0,12.0,16.0,96.0,146.0,497.0
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-28,available,,,,,8.0,11.0,8.0,59.0,155.0,315.0
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-29,available,,,,,11.0,10.0,8.0,53.0,170.0,396.0
0,HAT006,EWR,MSP,00:00:00,01:00:00,60,2024-05-30,available,,,,,10.0,1.0,17.0,76.0,127.0,279.0
0,HAT007,JFK,MSP,23:00:00,03:00:00+1,240,2024-05-01,landed,2024-05-01T22:40:00,2024-05-02T03:03:00,,,,,,,,
0,HAT007,JFK,MSP,23:00:00,03:00:00+1,240,2024-05-02,landed,2024-05-02T22:43:00,2024-05-03T03:36:00,,,,,,,,
0,HAT007,JFK,MSP,23:00:00,03:00:00+1,240,2024-05-03,landed,2024-05-03T23:39:00,2024-05-04T02:42:00,,,,,,,,
0,HAT007,JFK,MSP,23:00:00,03:00:00+1,240,2024-05-04,landed,2024-05-04T23:40:00,2024-05-05T02:43:00,,,,,,,,
0,HAT007,JFK,MSP,23:00:00,03:00:00+1,240,2024-05-05,landed,2024-05-05T23:23:00,2024-05-06T03:27:00,,,,,,,,
0,HAT007,JFK,MSP,23:00:00,03:00:00+1,240,2024-05-06,landed,2024-05-06T23:40:00,2024-05-07T02:55:00,,,,,,,,
0,HAT007,JFK,MSP,23:00:00,03:00:00+1,240,2024-05-07,landed,2024-05-07T23:02:00,2024-05-08T02:51:00,,,,,,,,
0,HAT007,JFK,MSP,23:00:00,03:00:00+1,240,2024-05-08,landed,2024-05-08T23:34:00,2024-05-09T03:12:00,,,,,,,,
0,HAT007,JFK,MSP,23:00:00,03:00:00+1,240,2024-05-09,landed,2024-05-09T23:19:00,2024-05-10T02:37:00,,,,,,,,
0,HAT007,JFK,MSP,23:00:00,03:00:00+1,240,2024-05-10,landed,2024-05-10T22:57:00,2024-05-11T03:48:00,,,,,,,,
0,HAT007,JFK,MSP,23:00:00,03:00:00+1,240,2024-05-11,landed,2024-05-11T22:50:00,2024-05-12T03:32:00,,,,,,,,
0,HAT007,JFK,MSP,23:00:00,03:00:00+1,240,2024-05-12,landed,2024-05-12T23:17:00,2024-05-13T03:31:00,,,,,,,,
0,HAT007,JFK,MSP,23:00:00,03:00:00+1,240,2024-05-13,landed,2024-05-13T23:15:00,2024-05-14T02:59:00,,,,,,,,
0,HAT007,JFK,MSP,23:00:00,03:00:00+1,240,2024-05-14,cancelled,,,,,,,,,,
0,HAT007,JFK,MSP,23:00:00,03:00:00+1,240,2024-05-15,on time,,,2024-05-15T23:06:00,2024-05-16T02:48:00,,,,,,
0,HAT007,JFK,MSP,23:00:00,03:00:00+1,240,2024-05-16,available,,,,,5.0,6.0,19.0,74.0,194.0,478.0
0,HAT007,JFK,MSP,23:00:00,03:00:00+1,240,2024-05-17,available,,,,,17.0,0.0,9.0,75.0,173.0,449.0
0,HAT007,JFK,MSP,23:00:00,03:00:00+1,240,2024-05-18,available,,,,,6.0,4.0,0.0,87.0,154.0,310.0
